clk i_ni i_router o_ni o_router vnet flits
417 5 5 22 6 1 8
417 6 6 23 7 0 8
417 7 7 25 9 0 8
417 7 7 26 10 1 8
417 7 7 29 13 1 8
417 8 8 23 7 0 8
417 9 9 23 7 0 8
417 10 10 27 11 0 8
417 11 11 28 12 0 8
417 12 12 30 14 0 8
417 12 12 31 15 1 8
425 0 0 17 1 0 8
425 1 1 18 2 0 8
425 1 1 19 3 1 8
425 2 2 19 3 0 8
425 3 3 20 4 0 8
425 3 3 21 5 1 8
425 4 4 21 5 0 8
425 5 5 24 8 0 8
425 5 5 22 6 1 8
425 6 6 23 7 0 8
425 7 7 25 9 0 8
425 7 7 26 10 1 8
425 7 7 29 13 1 8
425 8 8 23 7 0 8
425 9 9 23 7 0 8
425 10 10 27 11 0 8
425 11 11 28 12 0 8
425 12 12 30 14 0 8
425 12 12 31 15 1 8
433 0 0 17 1 0 8
433 1 1 18 2 0 8
433 1 1 19 3 1 8
433 2 2 19 3 0 8
433 3 3 20 4 0 8
433 3 3 21 5 1 8
433 4 4 21 5 0 8
433 5 5 24 8 0 8
433 5 5 22 6 1 8
433 6 6 23 7 0 8
433 7 7 25 9 0 8
433 7 7 26 10 1 8
433 7 7 29 13 1 8
433 8 8 23 7 0 8
433 9 9 23 7 0 8
433 10 10 27 11 0 8
433 11 11 28 12 0 8
433 12 12 30 14 0 8
433 12 12 31 15 1 8
441 0 0 17 1 0 8
441 1 1 18 2 0 8
441 1 1 19 3 1 8
441 2 2 19 3 0 8
441 3 3 20 4 0 8
441 3 3 21 5 1 8
441 4 4 21 5 0 8
441 5 5 24 8 0 8
441 5 5 22 6 1 8
441 6 6 23 7 0 8
441 7 7 25 9 0 8
441 7 7 26 10 1 8
441 7 7 29 13 1 8
441 8 8 23 7 0 8
441 9 9 23 7 0 8
441 10 10 27 11 0 8
441 11 11 28 12 0 8
441 12 12 30 14 0 8
441 12 12 31 15 1 8
449 0 0 17 1 0 8
449 1 1 18 2 0 8
449 1 1 19 3 1 8
449 2 2 19 3 0 8
449 3 3 20 4 0 8
449 3 3 21 5 1 8
449 4 4 21 5 0 8
449 5 5 24 8 0 8
449 5 5 22 6 1 8
449 6 6 23 7 0 8
449 7 7 25 9 0 8
449 7 7 26 10 1 8
449 7 7 29 13 1 8
449 8 8 23 7 0 8
449 9 9 23 7 0 8
449 10 10 27 11 0 8
449 11 11 28 12 0 8
449 12 12 30 14 0 8
449 12 12 31 15 1 8
457 0 0 17 1 0 8
457 1 1 18 2 0 8
457 1 1 19 3 1 8
457 2 2 19 3 0 8
457 3 3 20 4 0 8
457 3 3 21 5 1 8
457 4 4 21 5 0 8
457 5 5 24 8 0 8
457 5 5 22 6 1 8
457 6 6 23 7 0 8
457 7 7 25 9 0 8
457 7 7 26 10 1 8
457 7 7 29 13 1 8
457 8 8 23 7 0 8
457 9 9 23 7 0 8
457 10 10 27 11 0 8
457 11 11 28 12 0 8
457 12 12 30 14 0 8
457 12 12 31 15 1 8
465 0 0 17 1 0 8
465 1 1 18 2 0 8
465 1 1 19 3 1 8
465 2 2 19 3 0 8
465 3 3 20 4 0 8
465 3 3 21 5 1 8
465 4 4 21 5 0 8
465 5 5 24 8 0 8
465 5 5 22 6 1 8
465 6 6 23 7 0 8
465 7 7 25 9 0 8
465 7 7 26 10 1 8
465 7 7 29 13 1 8
465 8 8 23 7 0 8
465 9 9 23 7 0 8
465 10 10 27 11 0 8
465 11 11 28 12 0 8
465 12 12 30 14 0 8
465 12 12 31 15 1 8
473 0 0 17 1 0 8
473 1 1 18 2 0 8
473 1 1 19 3 1 8
473 2 2 19 3 0 8
473 3 3 20 4 0 8
473 3 3 21 5 1 8
473 4 4 21 5 0 8
473 5 5 24 8 0 8
473 5 5 22 6 1 8
473 6 6 23 7 0 8
473 7 7 25 9 0 8
473 7 7 26 10 1 8
473 7 7 29 13 1 8
473 8 8 23 7 0 8
473 9 9 23 7 0 8
473 10 10 27 11 0 8
473 11 11 28 12 0 8
473 12 12 30 14 0 8
473 12 12 31 15 1 8
481 0 0 17 1 0 8
481 1 1 18 2 0 8
481 1 1 19 3 1 8
481 2 2 19 3 0 8
481 3 3 20 4 0 8
481 3 3 21 5 1 8
481 4 4 21 5 0 8
481 5 5 24 8 0 8
481 5 5 22 6 1 8
481 6 6 23 7 0 8
481 7 7 25 9 0 8
481 7 7 26 10 1 8
481 7 7 29 13 1 8
481 8 8 23 7 0 8
481 9 9 23 7 0 8
481 10 10 27 11 0 8
481 11 11 28 12 0 8
481 12 12 30 14 0 8
481 12 12 31 15 1 8
489 0 0 17 1 0 8
489 1 1 18 2 0 8
489 1 1 19 3 1 8
489 2 2 19 3 0 8
489 3 3 20 4 0 8
489 3 3 21 5 1 8
489 4 4 21 5 0 8
489 5 5 24 8 0 8
489 5 5 22 6 1 8
489 6 6 23 7 0 8
489 7 7 25 9 0 8
489 7 7 26 10 1 8
489 7 7 29 13 1 8
489 8 8 23 7 0 8
489 9 9 23 7 0 8
489 10 10 27 11 0 8
489 11 11 28 12 0 8
489 12 12 30 14 0 8
489 12 12 31 15 1 8
497 0 0 17 1 0 8
497 1 1 18 2 0 8
497 1 1 19 3 1 8
497 2 2 19 3 0 8
497 3 3 20 4 0 8
497 3 3 21 5 1 8
497 4 4 21 5 0 8
497 5 5 24 8 0 8
497 5 5 22 6 1 8
497 6 6 23 7 0 8
497 7 7 25 9 0 8
497 7 7 26 10 1 8
497 7 7 29 13 1 8
497 8 8 23 7 0 8
497 9 9 23 7 0 8
497 10 10 27 11 0 8
497 11 11 28 12 0 8
497 12 12 30 14 0 8
497 12 12 31 15 1 8
505 0 0 17 1 0 8
505 1 1 18 2 0 8
505 1 1 19 3 1 8
505 2 2 19 3 0 8
505 3 3 20 4 0 8
505 3 3 21 5 1 8
505 4 4 21 5 0 8
505 5 5 24 8 0 8
505 5 5 22 6 1 8
505 6 6 23 7 0 8
505 7 7 25 9 0 8
505 7 7 26 10 1 8
505 7 7 29 13 1 8
505 8 8 23 7 0 8
505 9 9 23 7 0 8
505 10 10 27 11 0 8
505 11 11 28 12 0 8
505 12 12 30 14 0 8
505 12 12 31 15 1 8
513 0 0 17 1 0 8
513 1 1 18 2 0 8
513 1 1 19 3 1 8
513 2 2 19 3 0 8
513 3 3 20 4 0 8
513 3 3 21 5 1 8
513 4 4 21 5 0 8
513 5 5 24 8 0 8
513 5 5 22 6 1 8
513 6 6 23 7 0 8
513 7 7 25 9 0 8
513 7 7 26 10 1 8
513 7 7 29 13 1 8
513 8 8 23 7 0 8
513 9 9 23 7 0 8
513 10 10 27 11 0 8
513 11 11 28 12 0 8
513 12 12 30 14 0 8
513 12 12 31 15 1 8
521 0 0 17 1 0 8
521 1 1 18 2 0 8
521 1 1 19 3 1 8
521 2 2 19 3 0 8
521 3 3 20 4 0 8
521 3 3 21 5 1 8
521 4 4 21 5 0 8
521 5 5 24 8 0 8
521 5 5 22 6 1 8
521 6 6 23 7 0 8
521 7 7 25 9 0 8
521 7 7 26 10 1 8
521 7 7 29 13 1 8
521 8 8 23 7 0 8
521 9 9 23 7 0 8
521 10 10 27 11 0 8
521 11 11 28 12 0 8
521 12 12 30 14 0 8
521 12 12 31 15 1 8
529 0 0 17 1 0 8
529 1 1 18 2 0 8
529 1 1 19 3 1 8
529 2 2 19 3 0 8
529 3 3 20 4 0 8
529 3 3 21 5 1 8
529 4 4 21 5 0 8
529 5 5 24 8 0 8
529 5 5 22 6 1 8
529 6 6 23 7 0 8
529 7 7 25 9 0 8
529 7 7 26 10 1 8
529 7 7 29 13 1 8
529 8 8 23 7 0 8
529 9 9 23 7 0 8
529 10 10 27 11 0 8
529 11 11 28 12 0 8
529 12 12 30 14 0 8
529 12 12 31 15 1 8
537 0 0 17 1 0 8
537 1 1 18 2 0 8
537 1 1 19 3 1 8
537 2 2 19 3 0 8
537 3 3 20 4 0 8
537 3 3 21 5 1 8
537 4 4 21 5 0 8
537 5 5 24 8 0 8
537 5 5 22 6 1 8
537 6 6 23 7 0 8
537 7 7 25 9 0 8
537 7 7 26 10 1 8
537 7 7 29 13 1 8
537 8 8 23 7 0 8
537 9 9 23 7 0 8
537 10 10 27 11 0 8
537 11 11 28 12 0 8
537 12 12 30 14 0 8
537 12 12 31 15 1 8
545 0 0 17 1 0 8
545 1 1 18 2 0 8
545 1 1 19 3 1 8
545 2 2 19 3 0 8
545 3 3 20 4 0 8
545 3 3 21 5 1 8
545 4 4 21 5 0 8
545 5 5 24 8 0 8
545 5 5 22 6 1 8
545 6 6 23 7 0 8
545 7 7 25 9 0 8
545 7 7 26 10 1 8
545 7 7 29 13 1 8
545 8 8 23 7 0 8
545 9 9 23 7 0 8
545 10 10 27 11 0 8
545 11 11 28 12 0 8
545 12 12 30 14 0 8
545 12 12 31 15 1 8
553 0 0 17 1 0 8
553 1 1 18 2 0 8
553 1 1 19 3 1 8
553 2 2 19 3 0 8
553 3 3 20 4 0 8
553 3 3 21 5 1 8
553 4 4 21 5 0 8
553 5 5 24 8 0 8
553 5 5 22 6 1 8
553 6 6 23 7 0 8
553 7 7 25 9 0 8
553 7 7 26 10 1 8
553 7 7 29 13 1 8
553 8 8 23 7 0 8
553 9 9 23 7 0 8
553 10 10 27 11 0 8
553 11 11 28 12 0 8
553 12 12 30 14 0 8
553 12 12 31 15 1 8
561 0 0 17 1 0 8
561 1 1 18 2 0 8
561 1 1 19 3 1 8
561 2 2 19 3 0 8
561 3 3 20 4 0 8
561 3 3 21 5 1 8
561 4 4 21 5 0 8
561 5 5 24 8 0 8
561 5 5 22 6 1 8
561 6 6 23 7 0 8
561 7 7 25 9 0 8
561 7 7 26 10 1 8
561 7 7 29 13 1 8
561 8 8 23 7 0 8
561 9 9 23 7 0 8
561 10 10 27 11 0 8
561 11 11 28 12 0 8
561 12 12 30 14 0 8
561 12 12 31 15 1 8
569 0 0 17 1 0 8
569 1 1 18 2 0 8
569 1 1 19 3 1 8
569 2 2 19 3 0 8
569 3 3 20 4 0 8
569 3 3 21 5 1 8
569 4 4 21 5 0 8
569 5 5 24 8 0 8
569 5 5 22 6 1 8
569 6 6 23 7 0 8
569 7 7 25 9 0 8
569 7 7 26 10 1 8
569 7 7 29 13 1 8
569 8 8 23 7 0 8
569 9 9 23 7 0 8
569 10 10 27 11 0 8
569 11 11 28 12 0 8
569 12 12 30 14 0 8
569 12 12 31 15 1 8
577 0 0 17 1 0 8
577 1 1 18 2 0 8
577 1 1 19 3 1 8
577 2 2 19 3 0 8
577 3 3 20 4 0 8
577 3 3 21 5 1 8
577 4 4 21 5 0 8
577 5 5 24 8 0 8
577 5 5 22 6 1 8
577 6 6 23 7 0 8
577 7 7 25 9 0 8
577 7 7 26 10 1 8
577 7 7 29 13 1 8
577 8 8 23 7 0 8
577 9 9 23 7 0 8
577 10 10 27 11 0 8
577 11 11 28 12 0 8
577 12 12 30 14 0 8
577 12 12 31 15 1 8
585 0 0 17 1 0 8
585 1 1 18 2 0 8
585 1 1 19 3 1 8
585 2 2 19 3 0 8
585 3 3 20 4 0 8
585 3 3 21 5 1 8
585 4 4 21 5 0 8
585 5 5 24 8 0 8
585 5 5 22 6 1 8
585 6 6 23 7 0 8
585 7 7 25 9 0 8
585 7 7 26 10 1 8
585 7 7 29 13 1 8
585 8 8 23 7 0 8
585 9 9 23 7 0 8
585 10 10 27 11 0 8
585 11 11 28 12 0 8
585 12 12 30 14 0 8
585 12 12 31 15 1 8
593 0 0 17 1 0 8
593 1 1 18 2 0 8
593 1 1 19 3 1 8
593 2 2 19 3 0 8
593 3 3 20 4 0 8
593 3 3 21 5 1 8
593 4 4 21 5 0 8
593 5 5 24 8 0 8
593 5 5 22 6 1 8
593 6 6 23 7 0 8
593 7 7 25 9 0 8
593 7 7 26 10 1 8
593 7 7 29 13 1 8
593 8 8 23 7 0 8
593 9 9 23 7 0 8
593 10 10 27 11 0 8
593 11 11 28 12 0 8
593 12 12 30 14 0 8
593 12 12 31 15 1 8
601 0 0 17 1 0 8
601 1 1 18 2 0 8
601 1 1 19 3 1 8
601 2 2 19 3 0 8
601 3 3 20 4 0 8
601 3 3 21 5 1 8
601 4 4 21 5 0 8
601 5 5 24 8 0 8
601 5 5 22 6 1 8
601 6 6 23 7 0 8
601 7 7 25 9 0 8
601 7 7 26 10 1 8
601 7 7 29 13 1 8
601 8 8 23 7 0 8
601 9 9 23 7 0 8
601 10 10 27 11 0 8
601 11 11 28 12 0 8
601 12 12 30 14 0 8
601 12 12 31 15 1 8
609 0 0 17 1 0 8
609 1 1 18 2 0 8
609 1 1 19 3 1 8
609 2 2 19 3 0 8
609 3 3 20 4 0 8
609 3 3 21 5 1 8
609 4 4 21 5 0 8
609 5 5 24 8 0 8
609 5 5 22 6 1 8
609 6 6 23 7 0 8
609 7 7 25 9 0 8
609 7 7 26 10 1 8
609 7 7 29 13 1 8
609 8 8 23 7 0 8
609 9 9 23 7 0 8
609 10 10 27 11 0 8
609 11 11 28 12 0 8
609 12 12 30 14 0 8
609 12 12 31 15 1 8
617 0 0 17 1 0 8
617 1 1 18 2 0 8
617 1 1 19 3 1 8
617 2 2 19 3 0 8
617 3 3 20 4 0 8
617 3 3 21 5 1 8
617 4 4 21 5 0 8
617 5 5 24 8 0 8
617 5 5 22 6 1 8
617 6 6 23 7 0 8
617 7 7 25 9 0 8
617 7 7 26 10 1 8
617 7 7 29 13 1 8
617 8 8 23 7 0 8
617 9 9 23 7 0 8
617 10 10 27 11 0 8
617 11 11 28 12 0 8
617 12 12 30 14 0 8
617 12 12 31 15 1 8
625 0 0 17 1 0 8
625 1 1 18 2 0 8
625 1 1 19 3 1 8
625 2 2 19 3 0 8
625 3 3 20 4 0 8
625 3 3 21 5 1 8
625 4 4 21 5 0 8
625 5 5 24 8 0 8
625 5 5 22 6 1 8
625 6 6 23 7 0 8
625 7 7 25 9 0 8
625 7 7 26 10 1 8
625 7 7 29 13 1 8
625 8 8 23 7 0 8
625 9 9 23 7 0 8
625 10 10 27 11 0 8
625 11 11 28 12 0 8
625 12 12 30 14 0 8
625 12 12 31 15 1 8
633 0 0 17 1 0 8
633 1 1 18 2 0 8
633 1 1 19 3 1 8
633 2 2 19 3 0 8
633 3 3 20 4 0 8
633 3 3 21 5 1 8
633 4 4 21 5 0 8
633 5 5 24 8 0 8
633 5 5 22 6 1 8
633 6 6 23 7 0 8
633 7 7 25 9 0 8
633 7 7 26 10 1 8
633 7 7 29 13 1 8
633 8 8 23 7 0 8
633 9 9 23 7 0 8
633 10 10 27 11 0 8
633 11 11 28 12 0 8
633 12 12 30 14 0 8
633 12 12 31 15 1 8
641 0 0 17 1 0 8
641 1 1 18 2 0 8
641 1 1 19 3 1 8
641 2 2 19 3 0 8
641 3 3 20 4 0 8
641 3 3 21 5 1 8
641 4 4 21 5 0 8
641 5 5 24 8 0 8
641 5 5 22 6 1 8
641 6 6 23 7 0 8
641 7 7 25 9 0 8
641 7 7 26 10 1 8
641 7 7 29 13 1 8
641 8 8 23 7 0 8
641 9 9 23 7 0 8
641 10 10 27 11 0 8
641 11 11 28 12 0 8
641 12 12 30 14 0 8
641 12 12 31 15 1 8
649 0 0 17 1 0 8
649 1 1 18 2 0 8
649 1 1 19 3 1 8
649 2 2 19 3 0 8
649 3 3 20 4 0 8
649 3 3 21 5 1 8
649 4 4 21 5 0 8
649 5 5 24 8 0 8
649 5 5 22 6 1 8
649 6 6 23 7 0 8
649 7 7 25 9 0 8
649 7 7 26 10 1 8
649 7 7 29 13 1 8
649 8 8 23 7 0 8
649 9 9 23 7 0 8
649 10 10 27 11 0 8
649 11 11 28 12 0 8
649 12 12 30 14 0 8
649 12 12 31 15 1 8
657 0 0 17 1 0 8
657 1 1 18 2 0 8
657 1 1 19 3 1 8
657 2 2 19 3 0 8
657 3 3 20 4 0 8
657 3 3 21 5 1 8
657 4 4 21 5 0 8
657 5 5 24 8 0 8
657 5 5 22 6 1 8
657 6 6 23 7 0 8
657 7 7 25 9 0 8
657 7 7 26 10 1 8
657 7 7 29 13 1 8
657 8 8 23 7 0 8
657 9 9 23 7 0 8
657 10 10 27 11 0 8
657 11 11 28 12 0 8
657 12 12 30 14 0 8
657 12 12 31 15 1 8
665 0 0 17 1 0 8
665 1 1 18 2 0 8
665 1 1 19 3 1 8
665 2 2 19 3 0 8
665 3 3 20 4 0 8
665 3 3 21 5 1 8
665 4 4 21 5 0 8
665 5 5 24 8 0 8
665 5 5 22 6 1 8
665 6 6 23 7 0 8
665 7 7 25 9 0 8
665 7 7 26 10 1 8
665 7 7 29 13 1 8
665 8 8 23 7 0 8
665 9 9 23 7 0 8
665 10 10 27 11 0 8
665 11 11 28 12 0 8
665 12 12 30 14 0 8
665 12 12 31 15 1 8
673 0 0 17 1 0 8
673 1 1 18 2 0 8
673 1 1 19 3 1 8
673 2 2 19 3 0 8
673 3 3 20 4 0 8
673 3 3 21 5 1 8
673 4 4 21 5 0 8
673 5 5 24 8 0 8
673 5 5 22 6 1 8
673 6 6 23 7 0 8
673 7 7 25 9 0 8
673 7 7 26 10 1 8
673 7 7 29 13 1 8
673 8 8 23 7 0 8
673 9 9 23 7 0 8
673 10 10 27 11 0 8
673 11 11 28 12 0 8
673 12 12 30 14 0 8
673 12 12 31 15 1 8
681 0 0 17 1 0 8
681 1 1 18 2 0 8
681 1 1 19 3 1 8
681 2 2 19 3 0 8
681 3 3 20 4 0 8
681 3 3 21 5 1 8
681 4 4 21 5 0 8
681 5 5 24 8 0 8
681 5 5 22 6 1 8
681 6 6 23 7 0 8
681 7 7 25 9 0 8
681 7 7 26 10 1 8
681 7 7 29 13 1 8
681 8 8 23 7 0 8
681 9 9 23 7 0 8
681 10 10 27 11 0 8
681 11 11 28 12 0 8
681 12 12 30 14 0 8
681 12 12 31 15 1 8
689 0 0 17 1 0 8
689 1 1 18 2 0 8
689 1 1 19 3 1 8
689 2 2 19 3 0 8
689 3 3 20 4 0 8
689 3 3 21 5 1 8
689 4 4 21 5 0 8
689 5 5 24 8 0 8
689 5 5 22 6 1 8
689 6 6 23 7 0 8
689 7 7 25 9 0 8
689 7 7 26 10 1 8
689 7 7 29 13 1 8
689 8 8 23 7 0 8
689 9 9 23 7 0 8
689 10 10 27 11 0 8
689 11 11 28 12 0 8
689 12 12 30 14 0 8
689 12 12 31 15 1 8
697 0 0 17 1 0 8
697 1 1 18 2 0 8
697 1 1 19 3 1 8
697 2 2 19 3 0 8
697 3 3 20 4 0 8
697 3 3 21 5 1 8
697 4 4 21 5 0 8
697 5 5 24 8 0 8
697 5 5 22 6 1 8
697 6 6 23 7 0 8
697 7 7 25 9 0 8
697 7 7 26 10 1 8
697 7 7 29 13 1 8
697 8 8 23 7 0 8
697 9 9 23 7 0 8
697 10 10 27 11 0 8
697 11 11 28 12 0 8
697 12 12 30 14 0 8
697 12 12 31 15 1 8
705 0 0 17 1 0 8
705 1 1 18 2 0 8
705 1 1 19 3 1 8
705 2 2 19 3 0 8
705 3 3 20 4 0 8
705 3 3 21 5 1 8
705 4 4 21 5 0 8
705 5 5 24 8 0 8
705 5 5 22 6 1 8
705 6 6 23 7 0 8
705 7 7 25 9 0 8
705 7 7 26 10 1 8
705 7 7 29 13 1 8
705 8 8 23 7 0 8
705 9 9 23 7 0 8
705 10 10 27 11 0 8
705 11 11 28 12 0 8
705 12 12 30 14 0 8
705 12 12 31 15 1 8
713 0 0 17 1 0 8
713 1 1 18 2 0 8
713 1 1 19 3 1 8
713 2 2 19 3 0 8
713 3 3 20 4 0 8
713 3 3 21 5 1 8
713 4 4 21 5 0 8
713 5 5 24 8 0 8
713 5 5 22 6 1 8
713 6 6 23 7 0 8
713 7 7 25 9 0 8
713 7 7 26 10 1 8
713 7 7 29 13 1 8
713 8 8 23 7 0 8
713 9 9 23 7 0 8
713 10 10 27 11 0 8
713 11 11 28 12 0 8
713 12 12 30 14 0 8
713 12 12 31 15 1 8
721 0 0 17 1 0 8
721 1 1 18 2 0 8
721 1 1 19 3 1 8
721 2 2 19 3 0 8
721 3 3 20 4 0 8
721 3 3 21 5 1 8
721 4 4 21 5 0 8
721 5 5 24 8 0 8
721 5 5 22 6 1 8
721 6 6 23 7 0 8
721 7 7 25 9 0 8
721 7 7 26 10 1 8
721 7 7 29 13 1 8
721 8 8 23 7 0 8
721 9 9 23 7 0 8
721 10 10 27 11 0 8
721 11 11 28 12 0 8
721 12 12 30 14 0 8
721 12 12 31 15 1 8
729 0 0 17 1 0 8
729 1 1 18 2 0 8
729 1 1 19 3 1 8
729 2 2 19 3 0 8
729 3 3 20 4 0 8
729 3 3 21 5 1 8
729 4 4 21 5 0 8
729 5 5 24 8 0 8
729 5 5 22 6 1 8
729 6 6 23 7 0 8
729 7 7 25 9 0 8
729 7 7 26 10 1 8
729 7 7 29 13 1 8
729 8 8 23 7 0 8
729 9 9 23 7 0 8
729 10 10 27 11 0 8
729 11 11 28 12 0 8
729 12 12 30 14 0 8
729 12 12 31 15 1 8
737 0 0 17 1 0 8
737 1 1 18 2 0 8
737 1 1 19 3 1 8
737 2 2 19 3 0 8
737 3 3 20 4 0 8
737 3 3 21 5 1 8
737 4 4 21 5 0 8
737 5 5 24 8 0 8
737 5 5 22 6 1 8
737 6 6 23 7 0 8
737 7 7 25 9 0 8
737 7 7 26 10 1 8
737 7 7 29 13 1 8
737 8 8 23 7 0 8
737 9 9 23 7 0 8
737 10 10 27 11 0 8
737 11 11 28 12 0 8
737 12 12 30 14 0 8
737 12 12 31 15 1 8
745 0 0 17 1 0 8
745 1 1 18 2 0 8
745 1 1 19 3 1 8
745 2 2 19 3 0 8
745 3 3 20 4 0 8
745 3 3 21 5 1 8
745 4 4 21 5 0 8
745 5 5 24 8 0 8
745 5 5 22 6 1 8
745 6 6 23 7 0 8
745 7 7 25 9 0 8
745 7 7 26 10 1 8
745 7 7 29 13 1 8
745 8 8 23 7 0 8
745 9 9 23 7 0 8
745 10 10 27 11 0 8
745 11 11 28 12 0 8
745 12 12 30 14 0 8
745 12 12 31 15 1 8
753 0 0 17 1 0 8
753 1 1 18 2 0 8
753 1 1 19 3 1 8
753 2 2 19 3 0 8
753 3 3 20 4 0 8
753 3 3 21 5 1 8
753 4 4 21 5 0 8
753 5 5 24 8 0 8
753 5 5 22 6 1 8
753 6 6 23 7 0 8
753 7 7 25 9 0 8
753 7 7 26 10 1 8
753 7 7 29 13 1 8
753 8 8 23 7 0 8
753 9 9 23 7 0 8
753 10 10 27 11 0 8
753 11 11 28 12 0 8
753 12 12 30 14 0 8
753 12 12 31 15 1 8
761 0 0 17 1 0 8
761 1 1 18 2 0 8
761 1 1 19 3 1 8
761 2 2 19 3 0 8
761 3 3 20 4 0 8
761 3 3 21 5 1 8
761 4 4 21 5 0 8
761 5 5 24 8 0 8
761 5 5 22 6 1 8
761 6 6 23 7 0 8
761 7 7 25 9 0 8
761 7 7 26 10 1 8
761 7 7 29 13 1 8
761 8 8 23 7 0 8
761 9 9 23 7 0 8
761 10 10 27 11 0 8
761 11 11 28 12 0 8
761 12 12 30 14 0 8
761 12 12 31 15 1 8
769 0 0 17 1 0 8
769 1 1 18 2 0 8
769 1 1 19 3 1 8
769 2 2 19 3 0 8
769 3 3 20 4 0 8
769 3 3 21 5 1 8
769 4 4 21 5 0 8
769 5 5 24 8 0 8
769 5 5 22 6 1 8
769 6 6 23 7 0 8
769 7 7 25 9 0 8
769 7 7 26 10 1 8
769 7 7 29 13 1 8
769 8 8 23 7 0 8
769 9 9 23 7 0 8
769 10 10 27 11 0 8
769 11 11 28 12 0 8
769 12 12 30 14 0 8
769 12 12 31 15 1 8
777 0 0 17 1 0 8
777 1 1 18 2 0 8
777 1 1 19 3 1 8
777 2 2 19 3 0 8
777 3 3 20 4 0 8
777 3 3 21 5 1 8
777 4 4 21 5 0 8
777 5 5 24 8 0 8
777 5 5 22 6 1 8
777 6 6 23 7 0 8
777 7 7 25 9 0 8
777 7 7 26 10 1 8
777 7 7 29 13 1 8
777 8 8 23 7 0 8
777 9 9 23 7 0 8
777 10 10 27 11 0 8
777 11 11 28 12 0 8
777 12 12 30 14 0 8
777 12 12 31 15 1 8
785 0 0 17 1 0 8
785 1 1 18 2 0 8
785 1 1 19 3 1 8
785 2 2 19 3 0 8
785 3 3 20 4 0 8
785 3 3 21 5 1 8
785 4 4 21 5 0 8
785 5 5 24 8 0 8
785 5 5 22 6 1 8
785 6 6 23 7 0 8
785 7 7 25 9 0 8
785 7 7 26 10 1 8
785 7 7 29 13 1 8
785 8 8 23 7 0 8
785 9 9 23 7 0 8
785 10 10 27 11 0 8
785 11 11 28 12 0 8
785 12 12 30 14 0 8
785 12 12 31 15 1 8
793 0 0 17 1 0 8
793 1 1 18 2 0 8
793 1 1 19 3 1 8
793 2 2 19 3 0 8
793 3 3 20 4 0 8
793 3 3 21 5 1 8
793 4 4 21 5 0 8
793 5 5 24 8 0 8
793 5 5 22 6 1 8
793 6 6 23 7 0 8
793 7 7 25 9 0 8
793 7 7 26 10 1 8
793 7 7 29 13 1 8
793 8 8 23 7 0 8
793 9 9 23 7 0 8
793 10 10 27 11 0 8
793 11 11 28 12 0 8
793 12 12 30 14 0 8
793 12 12 31 15 1 8
801 0 0 17 1 0 8
801 1 1 18 2 0 8
801 1 1 19 3 1 8
801 2 2 19 3 0 8
801 3 3 20 4 0 8
801 3 3 21 5 1 8
801 4 4 21 5 0 8
801 5 5 24 8 0 8
801 5 5 22 6 1 8
801 6 6 23 7 0 8
801 7 7 25 9 0 8
801 7 7 26 10 1 8
801 7 7 29 13 1 8
801 8 8 23 7 0 8
801 9 9 23 7 0 8
801 10 10 27 11 0 8
801 11 11 28 12 0 8
801 12 12 30 14 0 8
801 12 12 31 15 1 8
809 0 0 17 1 0 8
809 1 1 18 2 0 8
809 1 1 19 3 1 8
809 2 2 19 3 0 8
809 3 3 20 4 0 8
809 3 3 21 5 1 8
809 4 4 21 5 0 8
809 5 5 24 8 0 8
809 5 5 22 6 1 8
809 6 6 23 7 0 8
809 7 7 25 9 0 8
809 7 7 26 10 1 8
809 7 7 29 13 1 8
809 8 8 23 7 0 8
809 9 9 23 7 0 8
809 10 10 27 11 0 8
809 11 11 28 12 0 8
809 12 12 30 14 0 8
809 12 12 31 15 1 8
817 0 0 17 1 0 8
817 1 1 18 2 0 8
817 1 1 19 3 1 8
817 2 2 19 3 0 8
817 3 3 20 4 0 8
817 3 3 21 5 1 8
817 4 4 21 5 0 8
817 5 5 24 8 0 8
817 5 5 22 6 1 8
817 6 6 23 7 0 8
817 7 7 25 9 0 8
817 7 7 26 10 1 8
817 7 7 29 13 1 8
817 8 8 23 7 0 8
817 9 9 23 7 0 8
817 10 10 27 11 0 8
817 11 11 28 12 0 8
817 12 12 30 14 0 8
817 12 12 31 15 1 8
825 0 0 17 1 0 8
825 1 1 18 2 0 8
825 1 1 19 3 1 8
825 2 2 19 3 0 8
825 3 3 20 4 0 8
825 3 3 21 5 1 8
825 4 4 21 5 0 8
825 5 5 24 8 0 8
825 5 5 22 6 1 8
825 6 6 23 7 0 8
825 7 7 25 9 0 8
825 7 7 26 10 1 8
825 7 7 29 13 1 8
825 8 8 23 7 0 8
825 9 9 23 7 0 8
825 10 10 27 11 0 8
825 11 11 28 12 0 8
825 12 12 30 14 0 8
825 12 12 31 15 1 8
833 0 0 17 1 0 8
833 1 1 18 2 0 8
833 1 1 19 3 1 8
833 2 2 19 3 0 8
833 3 3 20 4 0 8
833 3 3 21 5 1 8
833 4 4 21 5 0 8
833 5 5 24 8 0 8
833 5 5 22 6 1 8
833 6 6 23 7 0 8
833 7 7 25 9 0 8
833 7 7 26 10 1 8
833 7 7 29 13 1 8
833 8 8 23 7 0 8
833 9 9 23 7 0 8
833 10 10 27 11 0 8
833 11 11 28 12 0 8
833 12 12 30 14 0 8
